officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Mustem B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Myllat B.O,793110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Pynursla,East Khasi Hills,MEGHALAYA,NA,Pynursla S.O,Shillong G.P.O. ,NA,NA
Mylliem Syllai U Lar B.O,793009,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nonglyer,East Khasi Hills,MEGHALAYA,NA,Nonglyer S.O,Shillong G.P.O. ,NA,NA
Myndihati B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Mynso B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Myriaw B.O,793120,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mairang,West Khasi Hills,MEGHALAYA,NA,Mairang S.O,Shillong G.P.O. ,NA,NA
Naljuri B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Namdong B.O,793151,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Thadlaskein,Jaintia Hills,MEGHALAYA,NA,Thadlaskein S.O,Shillong G.P.O. ,NA,NA
Nangwalbibra S.O,794107,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nangwalbibra,West Garo Hills,MEGHALAYA,03658-263209,NA,Tura H.O,NA,NA
Nartiang B.O,793151,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Thadlaskein,Jaintia Hills,MEGHALAYA,NA,Thadlaskein S.O,Shillong G.P.O. ,NA,NA
Nehu S.O,793022,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2551934,NA,Shillong G.P.O. ,NA,NA
Neigrihms S.O,793018,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,East Khasi Hills,MEGHALAYA,0364-2538037,NA,Shillong G.P.O. ,NA,NA
New Bhaitbari B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Ngunraw B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Niangbari B.O,793102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongpoh,Ri Bhoi,MEGHALAYA,NA,Nongpoh S.O,Shillong G.P.O. ,NA,NA
Nilwalgiri B.O,794102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Baghmara,South Garo Hills,MEGHALAYA,NA,Baghmara S.O,Tura H.O,NA,NA
Nogorpara B.O,794106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mahendraganj,West Garo Hills,MEGHALAYA,NA,Mahendraganj S.O (West Garo Hills),Tura H.O,NA,NA
Nongbah B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongbah B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Nongbareh B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Nongcharan B.O,794110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongjeng,East Garo Hills,MEGHALAYA,NA,Rongjeng S.O,Tura H.O,NA,NA
Nongjngi B.O,793151,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Thadlaskein,Jaintia Hills,MEGHALAYA,NA,Thadlaskein S.O,Shillong G.P.O. ,NA,NA
Nongjri B.O,793110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Pynursla,East Khasi Hills,MEGHALAYA,NA,Pynursla S.O,Shillong G.P.O. ,NA,NA
Nongkasen B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongkhlaw B.O,793120,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mairang,West Khasi Hills,MEGHALAYA,NA,Mairang S.O,Shillong G.P.O. ,NA,NA
Nongkrem B.O,793015,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Smit,East Khasi Hills,MEGHALAYA,NA,Smit S.O,Shillong G.P.O. ,NA,NA
Nongkynrih B.O,793110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Pynursla,East Khasi Hills,MEGHALAYA,NA,Pynursla S.O,Shillong G.P.O. ,NA,NA
Nongladew B.O,793102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongpoh,Ri Bhoi,MEGHALAYA,NA,Nongpoh S.O,Shillong G.P.O. ,NA,NA
Nonglang B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Nonglang B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nonglyer S.O,793009,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2561631,NA,Shillong G.P.O. ,NA,NA
Nongmynsong S.O,793019,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222325,NA,Shillong G.P.O. ,NA,NA
Nongnah B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,West Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Nongpoh S.O,793102,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongpoh,Ri Bhoi,MEGHALAYA,03638-232547,NA,Shillong G.P.O. ,NA,NA
Nongpyndeng B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongryngkoh B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Nongsdad  Dkhar B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongshyrkon B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongspung B.O,793121,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawphlang,East Khasi Hills,MEGHALAYA,NA,Mawphlang S.O,Shillong G.P.O. ,NA,NA
Nongstoin S.O,793119,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,03654-280738,NA,Shillong G.P.O. ,NA,NA
Nongsynrih B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Nongtalang B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Nongthliew B.O,793120,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mairang,West Khasi Hills,MEGHALAYA,NA,Mairang S.O,Shillong G.P.O. ,NA,NA
Nongthymmai S.O,793014,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2233509,NA,Shillong G.P.O. ,NA,NA
Nongthynniew B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Nongtyngur B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Nongum B.O,793120,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mairang,West Khasi Hills,MEGHALAYA,NA,Mairang S.O,Shillong G.P.O. ,NA,NA
Nongumlong B.O,793005,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Upper Shillong,East Khasi Hills,MEGHALAYA,NA,Upper Shillong S.O,Shillong G.P.O. ,NA,NA
Oakland S.O,793001,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222993,NA,Shillong G.P.O. ,NA,NA
Okkapara B.O,794105,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Garobadha,West Garo Hills,MEGHALAYA,NA,Garobadha S.O,Tura H.O,NA,NA
Padu B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Paham B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Pala B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Pam Briew B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Pamora B.O,793021,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Madanriting,East Khasi Hills,MEGHALAYA,NA,Madanriting S.O,Shillong G.P.O. ,NA,NA
Pamshutia B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Panda B.O,794102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Baghmara,South Garo Hills,MEGHALAYA,NA,Baghmara S.O,Tura H.O,NA,NA
Pariong B.O,793120,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mairang,West Khasi Hills,MEGHALAYA,NA,Mairang S.O,Shillong G.P.O. ,NA,NA
Passadwar B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Patharkhmah B.O,781131,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rani Block,Kamrup,ASSAM,NA,Rani S.O (Kamrup),Guwahati University H.O,NA,NA
Pdengshakap B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Pedaldoba B.O,794109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Tikrikilla,West Garo Hills,MEGHALAYA,NA,Tikrikilla S.O,Tura H.O,NA,NA
Phlang Kynshi B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Phlang Mawsyrpat B.O,793113,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawsynram,East Khasi Hills,MEGHALAYA,NA,Mawsynram S.O,Shillong G.P.O. ,NA,NA
Phlangdiloin B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Phlangwanbroi B.O,793113,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawsynram,East Khasi Hills,MEGHALAYA,NA,Mawsynram S.O,Shillong G.P.O. ,NA,NA
Photamati B.O,794109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Tikrikilla,West Garo Hills,MEGHALAYA,NA,Tikrikilla S.O,Tura H.O,NA,NA
Phudjaud B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Phudmawri S.O,793008,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2550184,NA,Shillong G.P.O. ,NA,NA
Pillangkata B.O,781029,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Gmc,Kamrup,ASSAM,NA,Basistha S.O,Guwahati G.P.O. ,NA,NA
Pomlakrai B.O,793010,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Laitkor Peak,East Khasi Hills,MEGHALAYA,NA,Laitkor Peak S.O,Shillong G.P.O. ,NA,NA
Pongkung B.O,793121,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawphlang,East Khasi Hills,MEGHALAYA,NA,Mawphlang S.O,Shillong G.P.O. ,NA,NA
Pongtung B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Puksora B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,West Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Purakhasia B.O,794103,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Barengapara,West Garo Hills,MEGHALAYA,NA,Barengapara S.O,Tura H.O,NA,NA
Puriang B.O,793021,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Madanriting,East Khasi Hills,MEGHALAYA,NA,Madanriting S.O,Shillong G.P.O. ,NA,NA
Pyndemsakwang B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Pyndeng Sohsaw B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,East Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Pyndengrei B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Pynursla S.O,793110,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Pynursla,East Khasi Hills,MEGHALAYA,0364-2269410,NA,Shillong G.P.O. ,NA,NA
Raja Apal B.O,794002,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Lower Chandmari,East Garo Hills,MEGHALAYA,NA,Lower Chandmari S.O,Tura H.O,NA,NA
Rajabala B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Rajapara B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,East Garo Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Rajasimla B.O,783134,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dudnai,Goalpara,ASSAM,NA,Darragiri S.O,Dhubri H.O,NA,NA
Raksamgiri B.O,794109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Tikrikilla,West Garo Hills,MEGHALAYA,NA,Tikrikilla S.O,Tura H.O,NA,NA
Raliang B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Rambrai B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Ramdait B.O,793111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Cherrabazar,East Khasi Hills,MEGHALAYA,NA,Cherrabazar S.O,Shillong G.P.O. ,NA,NA
Rangblang B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Rangmaw B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Rangshken B.O,793121,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawphlang,East Khasi Hills,MEGHALAYA,NA,Mawphlang S.O,Shillong G.P.O. ,NA,NA
Rangthong B.O,793114,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawkyrwat,West Khasi Hills,MEGHALAYA,NA,Mawkyrwat S.O,Shillong G.P.O. ,NA,NA
Ranikor B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,West Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Raribazar B.O,794002,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Lower Chandmari,West Garo Hills,MEGHALAYA,NA,Lower Chandmari S.O,Tura H.O,NA,NA
Rata Cherra B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Resubelpara S.O,794108,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Resubelpara,West Garo Hills,MEGHALAYA,03659-222234,NA,Tura H.O,NA,NA
Riangdo Bazar B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Rilbong S.O,793004,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222932,NA,Shillong G.P.O. ,NA,NA
Rimrangapara B.O,794103,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Barengapara,West Garo Hills,MEGHALAYA,NA,Barengapara S.O,Tura H.O,NA,NA
Rombagiri B.O,794111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Williamnagar,East Garo Hills,MEGHALAYA,NA,Williamnagar S.O,Tura H.O,NA,NA
Rombazar B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Ronga Agal B.O,794110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongjeng,East Garo Hills,MEGHALAYA,NA,Rongjeng S.O,Tura H.O,NA,NA
Rongasora B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,West Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Rongchek Akhong B.O,794110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongjeng,East Garo Hills,MEGHALAYA,NA,Rongjeng S.O,Tura H.O,NA,NA
Rongjeng S.O,794110,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongjeng,East Garo Hills,MEGHALAYA,03658-261230,NA,Tura H.O,NA,NA
Rongkhon B.O,794002,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Lower Chandmari,West Garo Hills,MEGHALAYA,NA,Lower Chandmari S.O,Tura H.O,NA,NA
Rongkhum B.O,793109,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dawki,Jaintia Hills,MEGHALAYA,NA,Dawki S.O,Shillong G.P.O. ,NA,NA
Rongmatchokgiri B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Rongmen B.O,793103,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Umiam,Ri Bhoi,MEGHALAYA,NA,Umiam S.O,Shillong G.P.O. ,NA,NA
Rongmil B.O,794110,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongjeng,East Garo Hills,MEGHALAYA,NA,Rongjeng S.O,Tura H.O,NA,NA
Rongra S.O,794114,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Rongra,South Garo Hills,MEGHALAYA,0364-2221708,NA,Tura H.O,NA,NA
Rongram B.O,794002,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Lower Chandmari,West Garo Hills,MEGHALAYA,NA,Lower Chandmari S.O,Tura H.O,NA,NA
Rongrengiri B.O,794111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Williamnagar,East Garo Hills,MEGHALAYA,NA,Williamnagar S.O,Tura H.O,NA,NA
Rongrong B.O,794108,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Resubelpara,East Garo Hills,MEGHALAYA,NA,Resubelpara S.O,Tura H.O,NA,NA
Rongsakgiri B.O,794111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Williamnagar,East Garo Hills,MEGHALAYA,NA,Williamnagar S.O,Tura H.O,NA,NA
Rongsakhona B.O,794105,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Garobadha,West Garo Hills,MEGHALAYA,NA,Garobadha S.O,Tura H.O,NA,NA
Rymbai B.O,793160,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Ladrymbai,Jaintia Hills,MEGHALAYA,NA,Ladrymbai S.O,Shillong G.P.O. ,NA,NA
Ryngibah B.O,793015,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Smit,East Khasi Hills,MEGHALAYA,NA,Smit S.O,Shillong G.P.O. ,NA,NA
Ryngkubazar B.O,793113,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Mawsynram,East Khasi Hills,MEGHALAYA,NA,Mawsynram S.O,Shillong G.P.O. ,NA,NA
Rynjah S.O,793006,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2534128,NA,Shillong G.P.O. ,NA,NA
Sabribari B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Sahsniang B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Saiden B.O,793102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongpoh,Ri Bhoi,MEGHALAYA,NA,Nongpoh S.O,Shillong G.P.O. ,NA,NA
Saipung B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Saitsama B.O,793151,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Thadlaskein,Jaintia Hills,MEGHALAYA,NA,Thadlaskein S.O,Shillong G.P.O. ,NA,NA
Sakhadongiri B.O,794111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Williamnagar,East Garo Hills,MEGHALAYA,NA,Williamnagar S.O,Tura H.O,NA,NA
Salmanpara B.O,794115,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Ampati,West Garo Hills,MEGHALAYA,NA,Ampati S.O,Tura H.O,NA,NA
Samanda B.O,794111,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Williamnagar,East Garo Hills,MEGHALAYA,NA,Williamnagar S.O,Tura H.O,NA,NA
Sanidon B.O,793105,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Umsning,Ri Bhoi,MEGHALAYA,NA,Umsning S.O,Shillong G.P.O. ,NA,NA
Sarin B.O,793106,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,NA,West Khasi Hills,MEGHALAYA,NA,Balat S.O,Shillong G.P.O. ,NA,NA
Sasengpara B.O,794103,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Barengapara,West Garo Hills,MEGHALAYA,NA,Barengapara S.O,Tura H.O,NA,NA
Seinduli Bazar B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Selsella B.O,794105,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Garobadha,West Garo Hills,MEGHALAYA,NA,Garobadha S.O,Tura H.O,NA,NA
Shallang B.O,793119,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Nongstoin,West Khasi Hills,MEGHALAYA,NA,Nongstoin S.O,Shillong G.P.O. ,NA,NA
Sham Sham B.O,793160,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Ladrymbai,Jaintia Hills,MEGHALAYA,NA,Ladrymbai S.O,Shillong G.P.O. ,NA,NA
Shangpung B.O,793150,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Jowai,Jaintia Hills,MEGHALAYA,NA,Jowai S.O,Shillong G.P.O. ,NA,NA
Shankinigiri B.O,794005,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dobasipara,West Garo Hills,MEGHALAYA,NA,Dobasipara S.O,Tura H.O,NA,NA
Shella S.O,793112,S.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shella,East Khasi Hills,MEGHALAYA,03637-248864,NA,Shillong G.P.O. ,NA,NA
Sheruphie B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Shiliuk B.O,783124,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Dudnai,Goalpara,ASSAM,NA,Dudhnoi S.O,Dhubri H.O,NA,NA
Shillong G.P.O. ,793001,H.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222179,NA,NA,NA,NA
Shnongrim B.O,793200,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Khliehriat,Jaintia Hills,MEGHALAYA,NA,Khliehriat S.O,Shillong G.P.O. ,NA,NA
Shyamnagar B.O,794104,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Fulbari,West Garo Hills,MEGHALAYA,NA,Fulbari S.O (West Garo Hills),Tura H.O,NA,NA
Sibbari B.O,794103,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Barengapara,West Garo Hills,MEGHALAYA,NA,Barengapara S.O,Tura H.O,NA,NA
Siju B.O,794102,B.O,Delivery,Meghalaya,Shillong HQ,North Eastern,Baghmara,South Garo Hills,MEGHALAYA,NA,Baghmara S.O,Tura H.O,NA,NA
